cmb-cat,cat_move_in_no,new_no,move_out_no,new_total
I-T-C,0,0,0,2
P-PA-OE,0,0,0,0
I-T-S,0,0,0,78
P-I-OE,0,0,0,6
PA-TECH-S-C,0,0,0,2
P-PA-TECH-B-C,0,0,0,0
P-I-T-PA-S-B,0,0,0,0
P-I-T-PA-S-C,0,0,0,2
P-I-T-PA-S-OE,0,0,0,2
T-PA,0,0,0,48
PA-OE-C,0,0,0,0
I-T-PA-TECH-OE,0,0,0,2
I-PA,0,0,0,120
P-PA-TECH-OE-B-C,0,0,0,0
PA-OE,0,0,0,2
I-PA-OE,0,0,0,4
P-I-TECH-OE-B,0,0,0,0
P-I-TECH-OE-C,0,0,0,0
I-TECH-OE,0,0,0,3
P-I-PA-TECH-S-OE-B-C,0,0,0,5
P-I-OE-B-C,0,0,0,0
TECH-S-OE-C,0,0,0,0
T-PA-TECH-C,0,0,0,0
T-PA-TECH-B,0,0,0,0
P-I-T-OE,0,0,0,9
TECH-S-OE-B,0,0,0,0
T-PA-TECH-S,0,0,0,15
P-OE-B-C,0,0,0,0
I-S-OE-C,0,0,0,4
I-S-OE-B,0,0,0,0
P-S-B,0,0,0,1
P-S-C,0,0,0,0
P-I-T-PA-S,0,0,0,11
P-T-C,0,0,0,0
P-T-B,0,0,0,0
P-PA-S-C,0,0,0,0
P-PA-S-B,0,0,0,0
P-I-T-PA-B,0,0,0,0
P-I-T-PA-C,0,0,0,0
P-T-S,0,0,0,8
I-S-C,0,0,0,12
I-S-B,0,0,0,16
P-I-T-PA-TECH-S-B,0,0,0,0
P-I-T-PA-TECH-S-C,0,0,0,4
P-PA-TECH-S-C,0,0,0,0
P-PA-TECH-S-B,0,0,0,0
P-I-T-TECH-OE-B,0,0,0,0
P-I-PA-TECH-S-C,0,0,0,2
P-I-PA-TECH-S-B,0,0,0,2
T-S-B,0,0,0,1
T-S-C,0,0,0,2
I-T-TECH-S,0,0,0,18
T-PA-TECH-OE-C,0,0,0,0
T-PA-TECH-OE-B,0,0,0,0
P-PA-TECH-S-OE,0,0,0,1
P-B-C,0,0,0,1
I-T-TECH-B,0,0,0,0
P-T-PA-S-OE,0,0,0,4
TECH-OE-B-C,0,0,0,0
I-PA-S-OE-B-C,0,0,0,10
T-TECH-B-C,0,0,0,0
P-T-PA-OE,0,0,0,2
P-T-TECH-OE-B-C,0,0,0,0
P-I-T-PA-TECH-B-C,0,0,0,0
P-I-PA,0,0,0,17
P-T-TECH-S-OE-B-C,0,0,0,0
P-I-T-PA-TECH-OE-B,0,0,0,0
P-I-T-PA-TECH-OE-C,0,0,0,0
P-T-PA-S-OE-B-C,0,0,0,0
T-PA-TECH-OE,0,0,0,1
P-T-PA-S-B,0,0,0,0
P-T-PA-S-C,0,0,0,1
PA-TECH-S-OE,0,0,0,2
T-PA-TECH-S-C,0,0,0,1
T-PA-S-OE-B-C,0,0,0,1
S-B-C,0,0,0,120
I-T-TECH-S-B-C,0,0,0,1
P-I-PA-TECH-OE,0,0,0,0
P-PA-S-B-C,0,0,0,1
P-I-PA-TECH-B-C,0,0,0,0
P-T-PA-TECH-S-B-C,0,0,0,0
I-T-PA-TECH-S,0,0,0,19
P-PA-TECH-OE-C,0,0,0,0
P-PA-TECH-OE-B,0,0,0,0
P-S-OE,0,0,0,1
T-PA-TECH,0,0,0,2
P-S-B-C,0,0,0,2
I-T-PA-TECH-C,0,0,0,0
I-T-PA-TECH-S-B-C,0,0,0,4
I-T-TECH-S-OE-B-C,0,0,0,1
I-T-TECH-C,0,0,0,1
T-TECH-S-B-C,0,0,0,2
I-T-PA-TECH-B-C,0,0,0,0
T-TECH-S-B,0,0,0,1
I-S-B-C,0,0,0,9
P-T-PA-TECH-B-C,0,0,0,0
I-T-S-OE,0,0,0,7
I-T-TECH-OE-B,0,0,0,1
I-T-TECH-OE-C,0,0,0,0
PA-TECH-S-B-C,0,0,0,3
P-I-T-PA-OE,0,0,0,0
P-T-S-C,0,0,0,1
P-T-S-B,0,0,0,0
T-TECH,0,0,0,42
P-T-PA-TECH-OE-B,0,0,0,0
P-T-PA-TECH-OE-C,0,0,0,0
P-I-T-PA-S-OE-B,0,0,0,1
P-I-T-PA-S-OE-C,0,0,0,7
P-T-TECH-OE-C,0,0,0,0
P-I-S-OE-B-C,0,0,0,1
P-T-TECH-OE-B,0,0,0,0
I-T-PA-S-OE-B-C,0,0,0,5
P-T-OE,0,0,0,10
P-T-PA-TECH-S-OE,0,0,0,3
I-PA-S-OE,0,0,0,26
P-T-PA-TECH,0,0,0,0
I,0,0,0,2223
P-PA-TECH,0,0,0,0
I-T-S-OE-B,0,0,0,0
I-T-S-OE-C,0,0,0,3
P-TECH-B,0,0,0,0
P-I-T-B-C,0,0,0,0
I-S-OE-B-C,0,0,0,3
P-I-T-TECH-C,0,0,0,1
P-I-T-TECH-B,0,0,0,0
T-PA-S-OE,0,0,0,8
P-TECH-S,0,0,0,2
T-PA-TECH-S-OE-B,0,0,0,0
P-I-T-TECH-S,0,0,0,4
P-I-T-OE-C,0,0,0,0
P-I-T-OE-B,0,0,0,1
I-C,0,0,0,8
I-B,0,0,0,3
PA-S-OE-B,0,0,0,1
PA-S-OE-C,0,0,0,2
P-I-T-TECH-OE-C,0,0,0,1
P-I-T-PA-TECH,0,0,0,4
I-S,0,0,0,219
I-T,0,0,0,471
I-PA-TECH-S-OE,0,0,0,7
PA-B-C,0,0,0,2
P-PA-TECH-S-B-C,0,0,0,0
P-T-PA-S,0,0,0,4
P-PA-TECH-OE,0,0,0,0
P-T-PA-TECH-S-OE-B-C,0,0,0,0
P-T-PA-B,0,0,0,0
P-T-PA-C,0,0,0,0
P-PA-S,0,0,0,5
P-PA-B-C,0,0,0,1
P-I-PA-TECH-C,0,0,0,0
P-I-PA-TECH-B,0,0,0,0
P-T-B-C,0,0,0,1
P-T-PA,0,0,0,2
P-PA-C,0,0,0,0
P-PA-B,0,0,0,0
I-T-PA-S-OE-C,0,0,0,4
I-T-PA-S-OE-B,0,0,0,2
P-I-T-PA-OE-B,0,0,0,0
P-I-T-PA-OE-C,0,0,0,0
P-I-T-TECH-S-OE-C,0,0,0,0
B,0,0,0,49
P-I-T-S-C,0,0,0,0
P-I-T-S-B,0,0,0,0
P-I-T-S-B-C,0,0,0,0
P-I-PA-TECH-S,0,0,0,1
P-I-B,0,0,0,2
P-I-C,0,0,0,0
T-S-OE,0,0,0,6
P-I-S,0,0,0,17
P-I-T,0,0,0,77
P-I-T-TECH-S-OE-B-C,0,0,0,0
P-I-T-PA-TECH-S-OE,0,0,0,9
I-T-PA-OE-C,0,0,0,1
I-T-PA-OE-B,0,0,0,0
PA-S-B,0,0,0,5
I-PA-TECH-S,0,0,0,37
PA-TECH-S-OE-B-C,0,0,0,1
P-I-T-TECH-S-OE-B,0,0,0,0
I-PA-TECH-B,0,0,0,0
I-PA-TECH-C,0,0,0,0
P-I-PA-S-B-C,0,0,0,1
PA-TECH-S-OE-B,0,0,0,0
PA-TECH-S-OE-C,0,0,0,1
P-I-PA-OE,0,0,0,2
P-I-B-C,0,0,0,0
I-T-TECH-OE-B-C,0,0,0,0
P-I-T-PA-OE-B-C,0,0,0,0
P-I-TECH-S-B,0,0,0,0
P-I-TECH-S-C,0,0,0,2
P-T-OE-B-C,0,0,0,0
I-S-OE,0,0,0,22
P-I-T-PA-B-C,0,0,0,0
P-I-PA-OE-B-C,0,0,0,0
I-PA-TECH-S-OE-B-C,0,0,0,5
T-PA-TECH-B-C,0,0,0,0
S-OE-C,0,0,0,5
S-OE-B,0,0,0,1
P-T-PA-TECH-OE-B-C,0,0,0,0
P-T-PA-TECH-S-B,0,0,0,0
P-T-PA-TECH-S-C,0,0,0,1
P-I-T-TECH-S-B-C,0,0,0,2
B-C,0,0,0,99
I-TECH-S-OE-C,0,0,0,0
I-TECH-S-OE-B,0,0,0,1
TECH-S-C,0,0,0,1
TECH-S-B,0,0,0,2
P-I-T-PA-TECH-S-B-C,0,0,0,5
P-I-TECH-B-C,0,0,0,1
S-OE,0,0,0,20
P-I-PA-TECH-OE-B-C,0,0,0,0
T-TECH-S-OE,0,0,0,3
I-T-PA,0,0,0,44
T-B-C,0,0,0,1
P-OE,0,0,0,5
P-I-TECH-S-OE-B,0,0,0,1
P-I-TECH-S-OE-C,0,0,0,0
T-S-B-C,0,0,0,1
I-PA-TECH-S-B,0,0,0,3
I-PA-TECH-S-C,0,0,0,8
I-TECH-B-C,0,0,0,0
I-TECH,0,0,0,85
PA-TECH-OE-B,0,0,0,0
PA-TECH-OE-C,0,0,0,0
I-TECH-S-C,0,0,0,5
I-TECH-S-B,0,0,0,4
PA,0,0,0,59
I-PA-S-B-C,0,0,0,11
P-TECH-S-B-C,0,0,0,0
P-I-PA-TECH-S-B-C,0,0,0,1
T-OE-B,0,0,0,0
T-OE-C,0,0,0,2
C,0,0,0,29
I-PA-S-OE-B,0,0,0,2
I-PA-S-OE-C,0,0,0,9
TECH-S,0,0,0,25
I-T-TECH-S-OE-B,0,0,0,0
I-T-TECH-S-OE-C,0,0,0,2
P-I-PA-TECH-S-OE-C,0,0,0,2
P-I-PA-TECH-S-OE-B,0,0,0,1
I-PA-TECH-OE-B-C,0,0,0,0
T-TECH-S,0,0,0,10
P-I-S-OE,0,0,0,4
S,0,0,0,204
I-T-TECH-S-B,0,0,0,0
I-T-TECH-S-C,0,0,0,2
T-TECH-B,0,0,0,0
T-TECH-C,0,0,0,0
P-PA-TECH-S-OE-C,0,0,0,0
P-PA-TECH-S-OE-B,0,0,0,0
P-T-S-B-C,0,0,0,0
P-TECH-OE-B-C,0,0,0,0
P-I-PA-B-C,0,0,0,0
PA-S-B-C,0,0,0,6
P-PA-S-OE-B-C,0,0,0,2
I-T-PA-TECH,0,0,0,6
I-T-OE-B-C,0,0,0,0
T-TECH-S-OE-B-C,0,0,0,0
PA-S-C,0,0,0,11
T-TECH-S-OE-B,0,0,0,0
T-TECH-S-OE-C,0,0,0,0
I-T-PA-TECH-B,0,0,0,1
S-OE-B-C,0,0,0,6
T-PA-OE-C,0,0,0,0
T-PA-OE-B,0,0,0,0
P-T-TECH-S-OE,0,0,0,0
TECH-S-B-C,0,0,0,3
T-TECH-OE-B-C,0,0,0,0
P-I-T-PA-TECH-OE-B-C,0,0,0,0
P-T-TECH-S-C,0,0,0,0
I-T-PA-TECH-OE-B-C,0,0,0,0
I-TECH-S-OE-B-C,0,0,0,2
P-T-TECH-S-B,0,0,0,0
I-PA-TECH-OE-B,0,0,0,0
I-PA-TECH-OE-C,0,0,0,0
P-I-S-B,0,0,0,0
P-I-S-C,0,0,0,2
P-T-S-OE,0,0,0,1
TECH-OE,0,0,0,6
P-S-OE-B,0,0,0,0
P-S-OE-C,0,0,0,0
PA-TECH,0,0,0,5
P-C,0,0,0,1
P-T-PA-S-B-C,0,0,0,1
I-TECH-OE-B-C,0,0,0,0
I-T-PA-OE-B-C,0,0,0,0
P-I-OE-B,0,0,0,0
P-I-OE-C,0,0,0,0
P-I-T-PA-S-OE-B-C,0,0,0,3
T-PA-TECH-OE-B-C,0,0,0,0
I-T-B-C,0,0,0,0
P-T-S-OE-C,0,0,0,0
I-T-PA-S-B-C,0,0,0,1
P-I-T-PA-TECH-OE,0,0,0,1
T-TECH-S-C,0,0,0,0
P-T-PA-TECH-S-OE-B,0,0,0,0
P-T-PA-TECH-S-OE-C,0,0,0,1
P-I-T-TECH,0,0,0,23
P-T-PA-S-OE-B,0,0,0,0
P-T-PA-S-OE-C,0,0,0,0
P-TECH-S-OE,0,0,0,0
P-I-TECH-OE,0,0,0,1
T-S,0,0,0,61
PA-TECH-B-C,0,0,0,0
T-S-OE-B-C,0,0,0,1
P-I-T-S,0,0,0,13
P-T-OE-C,0,0,0,1
P-T-OE-B,0,0,0,0
T-B,0,0,0,0
T-C,0,0,0,5
P-I-T-C,0,0,0,2
P-I-T-B,0,0,0,0
P-I-PA-TECH,0,0,0,7
I-PA-TECH,0,0,0,10
I-PA-S-B,0,0,0,5
I-PA-S-C,0,0,0,17
P-PA,0,0,0,8
P-T-TECH-S-B-C,0,0,0,0
TECH-B-C,0,0,0,2
P-I-T-TECH-B-C,0,0,0,1
I-T-S-OE-B-C,0,0,0,0
P-I-S-B-C,0,0,0,0
TECH-C,0,0,0,0
TECH-B,0,0,0,0
OE-C,0,0,0,1
OE-B,0,0,0,0
P-I-T-S-OE-B-C,0,0,0,2
P-I-PA-S-OE-C,0,0,0,2
P-I-PA-S-OE-B,0,0,0,0
I-OE,0,0,0,27
P-T-S-OE-B,0,0,0,0
OE-B-C,0,0,0,0
P-I-T-PA-TECH-S-OE-B,0,0,0,1
P-I-T-PA-TECH-S-OE-C,0,0,0,8
I-T-PA-TECH-S-OE-C,0,0,0,2
I-T-PA-TECH-S-OE-B,0,0,0,0
P-TECH-B-C,0,0,0,1
T-TECH-OE,0,0,0,5
T,0,0,0,1529
I-T-PA-TECH-S-OE,0,0,0,7
P-T-PA-OE-B,0,0,0,0
P-T-PA-OE-C,0,0,0,0
T-PA-TECH-S-OE,0,0,0,6
P-T-TECH-B-C,0,0,0,0
I-T-PA-C,0,0,0,1
I-T-PA-B,0,0,0,0
OE,0,0,0,122
T-S-OE-C,0,0,0,0
P-PA-S-OE,0,0,0,1
I-T-PA-S,0,0,0,41
T-PA-C,0,0,0,0
T-PA-B,0,0,0,2
T-PA-S,0,0,0,29
I-T-S-B,0,0,0,2
I-T-S-C,0,0,0,2
I-PA-B-C,0,0,0,0
PA-S-OE-B-C,0,0,0,3
T-PA-TECH-S-OE-B-C,0,0,0,0
P-OE-B,0,0,0,0
P-OE-C,0,0,0,0
I-B-C,0,0,0,1
P-PA-TECH-S,0,0,0,0
P-I-PA-S-C,0,0,0,4
P-I-PA-S-B,0,0,0,0
I-OE-B-C,0,0,0,0
P-I-T-PA-TECH-B,0,0,0,0
P-I-T-PA-TECH-C,0,0,0,0
TECH-S-OE-B-C,0,0,0,0
P-PA-TECH-C,0,0,0,0
P-PA-TECH-B,0,0,0,0
TECH-OE-C,0,0,0,0
TECH-OE-B,0,0,0,1
P-I-T-PA-TECH-S,0,0,0,7
P-T-PA-TECH-B,0,0,0,0
P-T-PA-TECH-C,0,0,0,0
P-T-TECH,0,0,0,10
I-T-PA-S-OE,0,0,0,13
P-T-S-OE-B-C,0,0,0,0
P-T-PA-TECH-S,0,0,0,1
PA-TECH-S-B,0,0,0,0
P-I-PA-S-OE-B-C,0,0,0,1
P-I-PA-OE-C,0,0,0,0
P-I-PA-OE-B,0,0,0,0
P-I-TECH-B,0,0,0,0
P-I-TECH-C,0,0,0,0
P-T-PA-OE-B-C,0,0,0,0
I-PA-TECH-OE,0,0,0,1
P-I-T-PA-TECH-S-OE-B-C,0,0,0,5
P-I-TECH-S,0,0,0,7
I-TECH-OE-C,0,0,0,0
I-TECH-OE-B,0,0,0,1
T-OE-B-C,0,0,0,0
I-T-OE-B,0,0,0,0
I-T-OE-C,0,0,0,0
P-I-TECH-S-OE,0,0,0,1
PA-OE-B-C,0,0,0,0
T-PA-OE,0,0,0,3
P-S-OE-B-C,0,0,0,0
P-I-T-PA-S-B-C,0,0,0,1
P-I-T-TECH-S-C,0,0,0,3
P-I-T-TECH-S-B,0,0,0,0
I-T-PA-B-C,0,0,0,0
P-T-TECH-C,0,0,0,0
P-T-TECH-B,0,0,0,0
I-PA-S,0,0,0,101
P-I-PA-C,0,0,0,1
P-I-PA-B,0,0,0,0
T-PA-S-C,0,0,0,4
T-PA-S-B,0,0,0,0
TECH,0,0,0,188
P-T-TECH-S,0,0,0,2
I-PA-B,0,0,0,3
I-PA-C,0,0,0,3
P-I-PA-S,0,0,0,16
P-I-TECH,0,0,0,14
I-OE-C,0,0,0,3
I-OE-B,0,0,0,0
T-PA-TECH-S-B-C,0,0,0,0
I-PA-TECH-B-C,0,0,0,0
I-T-OE,0,0,0,23
P-I-T-S-OE,0,0,0,6
I-PA-OE-B,0,0,0,0
I-PA-OE-C,0,0,0,0
P-PA-OE-C,0,0,0,0
P-PA-OE-B,0,0,0,0
P-I-TECH-S-OE-B-C,0,0,0,0
P-T,0,0,0,75
P-S,0,0,0,5
PA-TECH-OE-B-C,0,0,0,0
P-B,0,0,0,0
I-T-TECH-OE,0,0,0,4
P-I,0,0,0,101
P-I-T-TECH-OE,0,0,0,2
T-PA-S-B-C,0,0,0,0
PA-S-OE,0,0,0,11
TECH-S-OE,0,0,0,2
P-I-T-TECH-OE-B-C,0,0,0,0
I-T-PA-TECH-S-OE-B-C,0,0,0,4
I-PA-TECH-S-B-C,0,0,0,9
T-PA-TECH-S-B,0,0,0,0
I-TECH-S-B-C,0,0,0,2
T-TECH-OE-B,0,0,0,0
T-TECH-OE-C,0,0,0,0
I-TECH-S,0,0,0,43
PA-TECH-OE,0,0,0,0
I-T-PA-OE,0,0,0,6
I-TECH-S-OE,0,0,0,7
P-I-PA-TECH-OE-C,0,0,0,0
P-I-PA-TECH-OE-B,0,0,0,0
I-TECH-C,0,0,0,4
I-TECH-B,0,0,0,1
P-TECH-OE-B,0,0,0,0
P-TECH-OE-C,0,0,0,0
I-T-PA-TECH-OE-C,0,0,0,0
I-T-PA-TECH-OE-B,0,0,0,0
