29412,1595,  HP LaserJet Pro M1132 Multifunction Printer (CE847A) — A4 3-in-1 USB Mono Laser,4841,HP LaserJet Pro MFP M125a Multifunction Printer - A4 3-in-1 USB Mono Laser CZ172A EOL-9/12/2016,0.610294118,730,HP LJ M1132 PRINTER AIO
25143,5905,"  Lever Arch File — 3&quot; Size, 404 Standard (SET OF 4)",3489,ABBA Lever Arch File 404 Silver - 3-inch Size 404 Silver ,0.775,3489,ABBA Lever Arch File 404 Silver - 3-inch Size 404 Silver 
33337,6752,  Sharpie Fine Point Permanent Marker — Black (SET OF 10),21476,Artline 5109A Whiteboard Big Nib Marker 10mm - Black,0.655737705,3462,Sharpie Extra Fine Point - Permanent Marker Black (Item No: A12-20 XF BK) A1R3B28
13788,1926, HP Deskjet Ink Advantage 2520hc (CZ338A) — A4 3-in-1 Print/Scan/Copy USB Color Inkjet Printer,2380,HP Deskjet Ink Advantage 2545 All-in-One Printer (A9U23B) - A4 3-in-1 Wireless Inkjet (while stock last),0.5,740,HP DJ Ink Advance 2520hc Aio Printer (Item No: HPCZ338A)
13001,1940, HP Deskjet Ink Advantage 4625 (CZ284B) — A4 4-in-1 AirPrint™ WiFi Inkjet Printer,4854,HP LaserJet Pro MFP M225dn Printer (CF484A) — A4 4-in-1 Duplex Network Mono Laser EOL 29/11/2016,0.491525424,739,HP DJ Ink Adv 4625 Eaio Printer
12481,1940, HP Deskjet Ink Advantage 4625 (CZ284B) — A4 4-in-1 AirPrint™ WiFi Inkjet Printer ★ FOC (RM27) GIFT,4854,HP LaserJet Pro MFP M225dn Printer (CF484A) — A4 4-in-1 Duplex Network Mono Laser EOL 29/11/2016,0.414285714,739,HP DJ Ink Adv 4625 Eaio Printer
12048,1940, HP Deskjet Ink Advantage 4625 — A4 4-in-1 AirPrint™ WiFi Inkjet Printer (CZ284B) ★ FOC GIFT WORTH RM27,4854,HP LaserJet Pro MFP M225dn Printer (CF484A) — A4 4-in-1 Duplex Network Mono Laser EOL 29/11/2016,0.411347518,739,HP DJ Ink Adv 4625 Eaio Printer
11298,1940, HP Deskjet Ink Advantage 4625 — A4 4-in-1 Print/Scan/Copy/Fax ePrint &amp; AirPrint™ WiFi Color Inkjet Printer (CZ284B) *FOC GIFT WORTH RM27*,2365,"HP Officejet Pro X476dw - A4 4in1 InkJet | Wireless - AirPrint, ePrint | Duplex Print, Duplex Scan CN461A EOL-6/1/2017",0.464285714,739,HP DJ Ink Adv 4625 Eaio Printer
9109,1940, HP Deskjet Ink Advantage 4625 e-All-in-One Printer (CZ284B),2330,HP Deskjet Ink Advantage 3545 HPA9T81B-A4 e-All-in-One Wireless Inkjet Printer,0.607843137,739,HP DJ Ink Adv 4625 Eaio Printer
91242,11050,"? Kristall Nano-Tech Liquid Screen Protector for iPad, Samsung Tab, Tablets",19512,ORICO DCP-5U 5 port multi USB charger for iPad/Samsung TAB/iPhone/Android devices 7.2A (Item No: D15-53),0.578947368,145,Kristall Liquid Screen Protector - Tablet
106774,11967,[62% OFF] Baskin Robbins ONE Regular Scoop - RM 7.90 x 5 Pieces,552,HP 90X Black LaserJet Toner Cartridge (CE390X),0.444444444,18302,BASKIN ROBBIN RM10.00 VOUCHER
9226,2426,"[ADD-ON DEALS] Crystal Elements Pen with Stylus for iPhone, Samsung, Tablets",19512,ORICO DCP-5U 5 port multi USB charger for iPad/Samsung TAB/iPhone/Android devices 7.2A (Item No: D15-53),0.444444444,18289,HP CRYSTAL PEN - 16/2 - 17/4/15
109936,11967,[OUT OF STOCK] Baskin Robbins ONE Regular Scoop - RM 10 x 5 Pieces,584,HP 60 Photo Value Pack-50 sht/10 x 15 cm (CG848AA),0.377358491,18302,BASKIN ROBBIN RM10.00 VOUCHER
107213,11967,[OUT OF STOCK] Baskin Robbins ONE Regular Scoop - RM 7.90 x 5 Pieces,552,HP 90X Black LaserJet Toner Cartridge (CE390X),0.377358491,18302,BASKIN ROBBIN RM10.00 VOUCHER
111550,11967,[OUT OF STOCK] Baskin Robbins ONE Regular Scoop x 4 Pieces,7345,Acrylic Dust Mop - Set of 100cm (Item No: F16-01SET 100CM),0.347826087,18302,BASKIN ROBBIN RM10.00 VOUCHER
109528,12126,[OUT OF STOCK] McDonald's Voucher - RM 10 x 2 Pieces,584,HP 60 Photo Value Pack-50 sht/10 x 15 cm (CG848AA),0.465116279,18292,HP MCDONALDS VOUCHER
71233,10776,[RM100 Off] RM99 instead of RM199: Targus Backpack,6157,PNY M1 Attaché USB Flash Drive - 16GB (Item No: PNYM1 16GB) A4R2B93,0.37037037,2185,Targus 15.6�۝ Incognito Laptop Backpack (Item No: TARGUSBACKPACK) A4R2B39
42229,7387,22cm x 7mm Hot Melt Glue Stick 6's (DMH1-19),3824,Artline 700 Permanent Marker EK-700 - Pocket Clip 0.7mm Black,0.281690141,4329,COLOUR POCKET FILE 230GSM RED ( ITEM NO : B11 61 RD )
27594,6330,230GSM Colour Pocket File (Blue) (Item No: 21-32),3515,"Binding Cover Paper Dark Blue - 230gsm, 100sheets",0.744186047,4329,COLOUR POCKET FILE 230GSM RED ( ITEM NO : B11 61 RD )
27594,6332,230GSM Colour Pocket File (Green) (Item No: 21-33),3516,"Binding Cover Paper, Light Green - 230gsm,100sheets BFC230-3",0.744186047,4329,COLOUR POCKET FILE 230GSM RED ( ITEM NO : B11 61 RD )
27594,6333,230GSM Colour Pocket File (Orange) (Item No: 21-34),3532,"Binding Cover Paper Orange - 230gsm, 100sheets",0.744186047,4329,COLOUR POCKET FILE 230GSM RED ( ITEM NO : B11 61 RD )
27594,6334,230GSM Colour Pocket File (Purple) (Item No: 21-35),4329,COLOUR POCKET FILE 230GSM RED ( ITEM NO : B11 61 RD ),0.697674419,4329,COLOUR POCKET FILE 230GSM RED ( ITEM NO : B11 61 RD )
27594,6335,230GSM Colour Pocket File (Red) (Item No: 21-36),4329,COLOUR POCKET FILE 230GSM RED ( ITEM NO : B11 61 RD ),0.976744186,4329,COLOUR POCKET FILE 230GSM RED ( ITEM NO : B11 61 RD )
27594,6336,230GSM Colour Pocket File (Yellow) (Item No: 21-37),4329,COLOUR POCKET FILE 230GSM RED ( ITEM NO : B11 61 RD ),0.697674419,4329,COLOUR POCKET FILE 230GSM RED ( ITEM NO : B11 61 RD )
24196,4030,3 Tier Plastic Tray (Item No: 19-10),4224,Plastic Desk Document Tray - 2 Tier NISO-TIER2 (Item No: B11-04) A1R5B113,0.75,4162,Plastic Desk Document Tray ��� 3 Tier (Item No: B11-05) A1R5B114
34307,2241,3rex 84&quot; x 84&quot; Manual Screen with Black Border (REX-84X84-W),8254,SAMPRO 84 x 84 Manual Wall Screen Matte White Fabric Thickness (Item No: G18-05),0.4375,3031,3Rex 70 x 70 Manual Screen with Black Border (Item No: REX-70X70-W) EOL 22/09/2016
94899,2245,3rex 84&quot; x 84&quot; Motorized Screen with Wall Switch &amp; Remote Control (REX-84X84-M),8254,SAMPRO 84 x 84 Manual Wall Screen Matte White Fabric Thickness (Item No: G18-05),0.482758621,3031,3Rex 70 x 70 Manual Screen with Black Border (Item No: REX-70X70-W) EOL 22/09/2016
5864,1550,3rex HDMI Cable - 2 Meter,5675,3Rex 120 X 120 Motorized Screen with,0.476190476,20861,HDMI CABLE 3 METER
3056,1551,3rex HDMI Cable - 3 Meter,5675,3Rex 120 X 120 Motorized Screen with,0.476190476,20861,HDMI CABLE 3 METER
30273,1552,3rex HDMI Cable - 5 Meter,5675,3Rex 120 X 120 Motorized Screen with,0.476190476,20861,HDMI CABLE 3 METER
26218,2498,"√ Kristall Nano-Tech Liquid Screen Protector for iPad, Samsung Tab, Tablets",19512,ORICO DCP-5U 5 port multi USB charger for iPad/Samsung TAB/iPhone/Android devices 7.2A (Item No: D15-53),0.578947368,144,Kristall Liquid Screen Protector - SmartPhone
25176,2496,"√ Kristall Nano-Tech Liquid Screen Protector for iPhone, Samsung Galaxy, Smartphones",19512,ORICO DCP-5U 5 port multi USB charger for iPad/Samsung TAB/iPhone/Android devices 7.2A (Item No: D15-53),0.413793103,145,Kristall Liquid Screen Protector - Tablet
119295,7935,AE Flash Stamp - Received (Item No: B08-04-DA-102) A1R1B88,5863,Plan Hangers Clamps - WB01 A1 Size 670mm (Item No: G05-13) A6R1B4,0.5,7935,AE Flash Stamp - Received
108342,6583,AE Stock Stamp DA-017 - By Hand (Item No: AE-DA-017),5862,Plan Hangers Clamps - WB00 A0 Size 885mm (Item No: G05-12) A6R1B20,0.5,7961,AE Flash Stamp - Paid
47673,6567,AE Stock Stamp DA-020 - Cancelled (Item No: AE-DA-020),5862,Plan Hangers Clamps - WB00 A0 Size 885mm (Item No: G05-12) A6R1B20,0.508474576,7961,AE Flash Stamp - Paid
41896,6567,AE Stock Stamp DA-020 - Cancelled (Item No: B08-04 DA020),5862,Plan Hangers Clamps - WB00 A0 Size 885mm (Item No: G05-12) A6R1B20,0.379746835,7961,AE Flash Stamp - Paid
48772,6489,AE Stock Stamp DA-024 - Certified True Copy (Item No: AE-DA-024),5862,Plan Hangers Clamps - WB00 A0 Size 885mm (Item No: G05-12) A6R1B20,0.491803279,7961,AE Flash Stamp - Paid
39870,6489,AE Stock Stamp DA-024 - Certified True Copy (Item No: B08-04 DA024),5862,Plan Hangers Clamps - WB00 A0 Size 885mm (Item No: G05-12) A6R1B20,0.37037037,7961,AE Flash Stamp - Paid
49281,6568,AE Stock Stamp DA-041 - Copy (Item No: AE-DA-041),5862,Plan Hangers Clamps - WB00 A0 Size 885mm (Item No: G05-12) A6R1B20,0.508474576,7961,AE Flash Stamp - Paid
42434,6568,AE Stock Stamp DA-041 - Copy (Item No: B08-04 DA041),5862,Plan Hangers Clamps - WB00 A0 Size 885mm (Item No: G05-12) A6R1B20,0.379746835,7961,AE Flash Stamp - Paid
49666,6576,AE Stock Stamp DA-051 - Duplicate (Item No: AE-DA-051),5862,Plan Hangers Clamps - WB00 A0 Size 885mm (Item No: G05-12) A6R1B20,0.508474576,7961,AE Flash Stamp - Paid
48390,6560,AE Stock Stamp DA-071 - Paid (Item No: AE-DA-071),5862,Plan Hangers Clamps - WB00 A0 Size 885mm (Item No: G05-12) A6R1B20,0.508474576,7961,AE Flash Stamp - Paid
40916,6560,AE Stock Stamp DA-071 - Paid (Item No: B08-04 DA071),5862,Plan Hangers Clamps - WB00 A0 Size 885mm (Item No: G05-12) A6R1B20,0.379746835,7961,AE Flash Stamp - Paid
48592,6561,"AE Stock Stamp DA-082 - Paid, Date, CHQ No (Item No: AE-DA-082)",5862,Plan Hangers Clamps - WB00 A0 Size 885mm (Item No: G05-12) A6R1B20,0.491803279,7961,AE Flash Stamp - Paid
40860,6561,"AE Stock Stamp DA-082 - Paid, Date, CHQ No (Item No: B08-04 DA082)",5862,Plan Hangers Clamps - WB00 A0 Size 885mm (Item No: G05-12) A6R1B20,0.37037037,7961,AE Flash Stamp - Paid
47729,6572,AE Stock Stamp DA-093 - Private &amp; Confidential (Item No: AE-DA-093),5862,Plan Hangers Clamps - WB00 A0 Size 885mm (Item No: G05-12) A6R1B20,0.5,7961,AE Flash Stamp - Paid
106803,6573,AE Stock Stamp DA-096 - Posted (Item No: AE-DA-096),5862,Plan Hangers Clamps - WB00 A0 Size 885mm (Item No: G05-12) A6R1B20,0.508474576,7961,AE Flash Stamp - Paid
45245,6573,AE Stock Stamp DA-096 - Posted (Item No: B08-04 DA096),5862,Plan Hangers Clamps - WB00 A0 Size 885mm (Item No: G05-12) A6R1B20,0.379746835,7961,AE Flash Stamp - Paid
48423,6579,AE Stock Stamp DA-102 - Received (Item No: AE-DA-102),5863,Plan Hangers Clamps - WB01 A1 Size 670mm (Item No: G05-13) A6R1B4,0.508474576,7961,AE Flash Stamp - Paid
41149,6579,AE Stock Stamp DA-102 - Received (Item No: B08-04 DA102),5863,Plan Hangers Clamps - WB01 A1 Size 670mm (Item No: G05-13) A6R1B4,0.379746835,7961,AE Flash Stamp - Paid
112924,6579,AE Stock Stamp DA-102 - Received (Item No:B08-04) A1R1B88,5863,Plan Hangers Clamps - WB01 A1 Size 670mm (Item No: G05-13) A6R1B4,0.379746835,7961,AE Flash Stamp - Paid
42061,6575,AE Stock Stamp DA-130 - Urgent (Item No: B08-04 DA130),5863,Plan Hangers Clamps - WB01 A1 Size 670mm (Item No: G05-13) A6R1B4,0.379746835,7961,AE Flash Stamp - Paid
112967,6575,AE Stock Stamp DA-130 - Urgent (Item No: B08-04) A1R1B88,5863,Plan Hangers Clamps - WB01 A1 Size 670mm (Item No: G05-13) A6R1B4,0.379746835,7961,AE Flash Stamp - Paid
49666,6578,AE Stock Stamp DA-367 - Original (Item No: AE-DA-367),20371,""" discon "" Replacement PP-201 (A3)",0.508474576,7961,AE Flash Stamp - Paid
43686,6578,AE Stock Stamp DA-367 - Original (Item No: B08-04 DA367),20371,""" discon "" Replacement PP-201 (A3)",0.379746835,7961,AE Flash Stamp - Paid
49666,6577,"AE Stock Stamp DA-368 - Approved, By, Date (Item No: AE-DA-368)",20371,""" discon "" Replacement PP-201 (A3)",0.491803279,7961,AE Flash Stamp - Paid
40813,6577,"AE Stock Stamp DA-368 - Approved, By, Date (Item No: B08-04 DA368)",20371,""" discon "" Replacement PP-201 (A3)",0.37037037,7961,AE Flash Stamp - Paid
47686,6566,AE Stock Stamp DA-370 - This Account Is Now Overdue! (Item No: AE-DA-370),20371,""" discon "" Replacement PP-201 (A3)",0.428571429,7961,AE Flash Stamp - Paid
41392,6580,AE Stock Stamp DA-374 - Faxed (Item No: B08-04 DA374),20371,""" discon "" Replacement PP-201 (A3)",0.379746835,7961,AE Flash Stamp - Paid
41149,6571,AE Stock Stamp DA-701 - Cancelled (Item No: B08-04 DA701),6203,CA3556 A7 200P NOTE BOOK BLUE,0.379746835,7961,AE Flash Stamp - Paid
112981,7218,AE Stock Stamp DA-709 - Diterima (Item No: B08-04 DA709) A1R1B88,6203,CA3556 A7 200P NOTE BOOK BLUE,0.303030303,7961,AE Flash Stamp - Paid
42061,7220,AE Stock Stamp DA-711 - Salinan Diakui Sah (Item No: B08-04 DA711),6203,CA3556 A7 200P NOTE BOOK BLUE,0.37037037,7961,AE Flash Stamp - Paid
40782,7221,AE Stock Stamp DA-712 - Segera (Item No: B08-04 DA712),6203,CA3556 A7 200P NOTE BOOK BLUE,0.379746835,7961,AE Flash Stamp - Paid
44838,7222,AE Stock Stamp DA-713 - Dibayar (Item No: B08-04 DA713),6203,CA3556 A7 200P NOTE BOOK BLUE,0.379746835,7961,AE Flash Stamp - Paid
112981,7223,AE Stock Stamp DA-714 - Dibayar (Item No: B08-04 DA714) A1R1B88,6203,CA3556 A7 200P NOTE BOOK BLUE,0.303030303,7961,AE Flash Stamp - Paid
43358,6585,AE Stock Stamp DA-717 - Completed (Item No: B08-04 DA717),6203,CA3556 A7 200P NOTE BOOK BLUE,0.379746835,7961,AE Flash Stamp - Paid
45151,6570,AE Stock Stamp DA-723 - Amended (Item No: B08-04 DA723),6203,CA3556 A7 200P NOTE BOOK BLUE,0.379746835,7961,AE Flash Stamp - Paid
114129,2869,Apollo Chocolate Wafer (Item No: E04-32) A2R1B90,19103,Canon PRO-500 A2 Photo Inkjet Printer (Item No: CANON PRO-500),0.288461538,2869,Apollo Chocolate Wafer no more carry 29/11/2016
116817,5207,Apollo Milk Chocolate Waffle (Item No: E04-03) A2R1B19,19103,Canon PRO-500 A2 Photo Inkjet Printer (Item No: CANON PRO-500),0.283018868,2869,Apollo Chocolate Wafer no more carry 29/11/2016
23374,4383,ASTAR Cutting Mat — A3 Size (Item No: 17-17),4297,"Cutting Mat — A3 Size, 457 x 305mm (Item No: B12-13) A1R1B128",0.744186047,4297,"Cutting Mat ��� A3 Size, 457 x 305mm (Item No: B12-13) A1R1B128"
26329,4384,ASTAR Cutting Mat — A4 Size (Item No: 17-16),4298,"Cutting Mat — A4 Size, 305 x 229mm (Item No: B12-14) A1R3B173",0.744186047,4298,"Cutting Mat ��� A4 Size, 305 x 229mm (Item No: B12-14) A1R3B173"
29288,6388,A'STAR Orchid Chinese Ink (Item No: 16-87),20633,5 Star Mural Colour - White,0.476190476,18088,ASTAR ORCHID CHINESE INK
44631,4894,Astar Spring Clip (22mm) Box Of 144psc (Item No: B03-16 CLIP22MM),3838,Artline 220 Writing Pen 0.2mm Black,0.277777778,3927,Spring Clip (31mm) Box of 36pcs
40969,4896,Astar Spring Clip (52mm) Box of 36psc (Item No: B03-19),3942,CBE GEM CLIP Paper Clip  Pin-50MM-30PCS ( ITEM NO : B03 25 ),0.261363636,3928,Spring Clip (38mm) Box of 72pcs
45343,9486,ASUS ZenFone 6 - A601CG-2B018WW - White,5944,CBE Magnet Pocket 22216 A6 - White (Item No: B10-187W) A1R3B129,0.627906977,8164,Asus ZenFone 6 -(A601CG) BLACK
43172,6446,Avenue Rubber Band (Colour) (Item No: B01-07),5891,Decamax Magnifying Glass 1026- 75MM ( ITEM NO : B01 36/75MM ),0.625,3889,Avenue Rubber Band Brown OT-0009
27197,6446,Avenue Rubber Band 38-C (Colour) — (Item No: 25-56),5295,Max Flat Clinch Stapler HD-3DF - Grey (Item No: B07-38C) A1R2B261,0.6,3888,Avenue Rubber Band Colour OT-0206
36305,6446,Avenue Rubber Band 38-C (Colour) — (Item No: B01-07),5891,Decamax Magnifying Glass 1026- 75MM ( ITEM NO : B01 36/75MM ),0.340909091,3888,Avenue Rubber Band Colour OT-0206
27699,6006,Axion 750g - Lime &amp; Pandan (Item No: J4-2),8260,AXION LIME & PANDAN TEA DISHWASHING 750G,0.509803922,8260,AXION LIME & PANDAN TEA DISHWASHING 750G
47440,6866,Badgy Consumable 2 Color Ribbons - VBDG104EU,17981,G10 15,0.652173913,6401,Badgy Consumable 1 Color Ribbons -  VBDG204EU
32814,6866,Badgy Consumable 2 Color Ribbons — VBDG104EU,17981,G10 15,0.625,6401,Badgy Consumable 1 Color Ribbons -  VBDG204EU
33482,7365,Badgy Consumable Black Ribbon - VBDG106EU,17981,G10 15,0.441176471,7374,Badgy Black monochrome ribbon for 500 prints - Badgy100  Badgy200
33482,6867,Badgy Consumable Kit with Thick Cards - VBDG105EU,17981,G10 15,0.517241379,7363,Badgy CBGC0020W - Thick Blank PlasticCard 
47440,9291,Badgy Consumable Kit with Thick Cards - VBDG205E,20180,HP EliteDesk 800 G2 M2S71PT SFF i5-6500 1TB 4.0G 50 PC,0.517241379,7363,Badgy CBGC0020W - Thick Blank PlasticCard 
111510,11967,Baskin Robbins ONE Regular Scoop - RM 10 x 4 Pieces,584,HP 60 Photo Value Pack-50 sht/10 x 15 cm (CG848AA),0.465116279,18302,BASKIN ROBBIN RM10.00 VOUCHER
111520,11967,Baskin Robbins ONE Regular Scoop x 4 Pieces,6278,Astar One Hole Punch ,0.615384615,18302,BASKIN ROBBIN RM10.00 VOUCHER
113838,3911,"Binder Clips - 19mm, 1 dozen / box (Item No: B03-01 CLIP19MM) A1R1B82",21717,3M 811 Removable Tape 19mmx32.9M,0.333333333,3911,"Binder Clips - 19mm, 1 dozen / box"
119409,3913,"Binder Clips - 32mm, 1 dozen / box (Item No:B03-03 CLIP32MM) A1R2B75",4352,COMB BINDER 32MM X 21 RING ( ITEM NO : B11 74 ),0.422222222,3913,"Binder Clips - 32mm, 1 dozen / box"
112588,5829,"Binder Clips - 41mm, 1 dozen / box (Item No: B03-04 CLIP41MM) A1R2B76",4719,CBE 761090 41MM Double Clip 12pcs/box,0.344444444,3914,"Binder Clips - 41mm, 1 dozen / box"
49257,5829,"Binder Clips - 41mm, 1 dozen / box NO.80041 (Item No: B03-04 CLIP41MM)",4719,CBE 761090 41MM Double Clip 12pcs/box,0.344444444,3914,"Binder Clips - 41mm, 1 dozen / box"
112588,5830,"Binder Clips - 51mm, 1 dozen / box (Item No: B03-05 CLIP51MM) A1R2B77",3480,ASTAR SPRING METAL CLIP 51MM (36PCS PER BOX),0.344444444,3915,"Binder Clips - 51mm, 1 dozen / box"
48975,5830,"Binder Clips - 51mm, 1 dozen / box NO.80051 (Item No: B03-05 CLIP51MM)",3480,ASTAR SPRING METAL CLIP 51MM (36PCS PER BOX),0.344444444,3915,"Binder Clips - 51mm, 1 dozen / box"
40163,4874,"Binder Clips — 19mm, 1 dozen / box (Item No: B03-01 CLIP19MM)",21717,3M 811 Removable Tape 19mmx32.9M,0.384615385,3911,"Binder Clips - 19mm, 1 dozen / box"
24589,5827,"Binder Clips — 25mm, 1 dozen / box (Item No: 12-7)",4672,CBE 2D6252 PVC 2-D 25MM Ring Binder File (A4) (Item N0: B10-70) A1R5B47,0.717948718,3912,"Binder Clips - 25mm, 1 dozen / box NO.80025 (Item No: B03-02 CLIP25MM) A1R1B83"
26086,5828,"Binder Clips — 32mm, 1 dozen / box (Item No: 12-8)",4352,COMB BINDER 32MM X 21 RING ( ITEM NO : B11 74 ),0.717948718,3913,"Binder Clips - 32mm, 1 dozen / box"
40084,5828,"Binder Clips — 32mm, 1 dozen / box (Item No: B03-03 CLIP32MM)",3838,Artline 220 Writing Pen 0.2mm Black,0.384615385,3913,"Binder Clips - 32mm, 1 dozen / box"
39985,5829,"Binder Clips — 41mm, 1 dozen / box (Item No: B03-04 CLIP41MM)",3970,3M Scotch® Mounting Tape - 12mm x 1m,0.384615385,3914,"Binder Clips - 41mm, 1 dozen / box"
40084,5830,"Binder Clips — 51mm, 1 dozen / box (Item No: B03-05 CLIP51MM)",3970,3M Scotch® Mounting Tape - 12mm x 1m,0.384615385,3915,"Binder Clips - 51mm, 1 dozen / box"
25169,5042,Binding Tape 24mm x 6m x 12's (Item No: 8-8),3965,Masking Tape 24mm x 25yards / 12m MS-T  A1R2B63,0.623376623,3965,Masking Tape 24mm x 25yards / 12m MS-T  A1R2B63
22831,2982,"BOX Electronic Checkwriter BX-310 — 14 Digit Printing, Calculator Feature, Multi Currency Printing",6899,ACER Aspire R 14 (Touch) Notebook - Silver i5-5200 / 8GB DDR3L / 1TB / Nvidia 820 2GB / BT 4.0 / HD Webcam / 14 HD Multi Touch LED /Windows 10 Home 64-bit/1-Year International Traveller Warranty (item no:ACR3471TG55D5) EOL 26/5/2016,0.4375,4878,Electronic Checkwriter - 14 Digit Printing 16 Currencies Printing (Item No: G02-01) A7R1B45
29242,2990,BOX Money Detector BX-2038 — UV Light Currency Tester,19679,Aluminium Frame SM15 Whiteboard 1 1/2'x2,0.394736842,5757,Counterfeit Money Detector AD-2038 (Item No: G02-07)  A7R1B40
21338,2999,"BOX Time Recorder W-200 Punch Card Machine — Analog, 6-Columns Printing",19766,BenQ W2000 2000L 1080p Rec.709 Wireless Home Projector (Item No:GV160809036014) EOL-9/11/2016,0.272727273,5676,BOX Time Recorder W202 - Punch Card Machine Analog 6 Columns Printing
23898,1134,Brother MFC-7360 — A4 4-in-1 Print/Scan/Copy/Fax USB Mono Laser Printer,12,Brother MFC-1810 - A4 4in1 USB Mono Laser Printer ,0.632478632,7976,Brother MFC-7360 Laser Printer
25314,1134,Brother MFC-7360 — A4 4-in-1 USB Mono Laser Printer,12,Brother MFC-1810 - A4 4in1 USB Mono Laser Printer ,0.747474747,7976,Brother MFC-7360 Laser Printer
25756,6239,Brown Envelope (Manila) — 12&quot; x 16&quot; (Item No: 27-12),3647,Brown Envelope - Giant - 12-inch x 16-inch,0.581818182,3642,Brown Envelope - Manila - 12-inch x 16-inch
